id,landscape,box,band_phenotype,boldness,order.b,fpt,temperature,order.temp
MH12,Marais,MH,0b,NA,3,720,22,3
MH13,Marais,MH,0b,NA,3,470,22,3
MH14,Marais,MH,0b,NA,3,640,22,3
MH15,Marais,MH,0b,NA,3,440,22,3
MI1,Marais,MI,3b,NA,3,1200,22,2
MI2,Marais,MI,3b,NA,3,570,22,2
MI3,Marais,MI,3b,NA,3,490,22,2
MI4,Marais,MI,3b,NA,3,820,22,2
MI5,Marais,MI,3b,NA,3,730,22,2
MI6,Marais,MI,5b,NA,3,870,22,2
MI7,Marais,MI,5b,NA,3,570,22,2
MI8,Marais,MI,5b,NA,3,660,22,2
MI9,Marais,MI,5b,NA,3,1030,22,2
MI10,Marais,MI,5b,NA,3,790,22,2
MI11,Marais,MI,0b,NA,3,837,22,2
MI12,Marais,MI,0b,NA,3,700,22,2
MI13,Marais,MI,0b,NA,3,450,22,2
MI14,Marais,MI,0b,NA,3,660,22,2
MI15,Marais,MI,0b,NA,3,650,22,2
MJ1,Marais,MJ,3b,NA,3,541,22,2
MJ2,Marais,MJ,3b,NA,3,690,22,2
MJ3,Marais,MJ,3b,NA,3,610,22,2
MJ4,Marais,MJ,3b,NA,3,580,22,2
MJ5,Marais,MJ,3b,NA,3,770,22,2
MJ6,Marais,MJ,5b,NA,3,1200,22,2
MJ7,Marais,MJ,5b,NA,3,530,22,2
MJ8,Marais,MJ,5b,NA,3,1200,22,2
MJ9,Marais,MJ,5b,NA,3,1050,22,2
MJ10,Marais,MJ,5b,NA,3,1200,22,2
MJ11,Marais,MJ,0b,NA,3,970,22,2
MJ12,Marais,MJ,0b,NA,3,380,22,2
MJ13,Marais,MJ,0b,NA,3,690,22,2
MJ14,Marais,MJ,0b,NA,3,820,22,2
MJ15,Marais,MJ,0b,NA,3,610,22,2
MK1,Marais,MK,3b,NA,3,527,22,2
MK2,Marais,MK,3b,NA,3,600,22,2
MK3,Marais,MK,3b,NA,3,920,22,2
MK4,Marais,MK,3b,NA,3,620,22,2
MK5,Marais,MK,3b,NA,3,560,22,2
MK6,Marais,MK,5b,NA,3,900,22,2
MK7,Marais,MK,5b,NA,3,1200,22,2
MK8,Marais,MK,5b,NA,3,1200,22,2
MK9,Marais,MK,5b,NA,3,800,22,2
MK10,Marais,MK,5b,NA,3,620,22,2
MK11,Marais,MK,0b,NA,3,780,22,2
MK12,Marais,MK,0b,NA,3,1200,22,2
MK13,Marais,MK,0b,NA,3,450,22,2
MK14,Marais,MK,0b,NA,3,570,22,2
MK15,Marais,MK,0b,NA,3,470,22,2
ML1,Marais,ML,3b,NA,3,926,22,2
ML2,Marais,ML,3b,NA,3,500,22,2
ML3,Marais,ML,3b,NA,3,630,22,2
ML4,Marais,ML,3b,NA,3,1200,22,2
ML5,Marais,ML,3b,NA,3,760,22,2
ML6,Marais,ML,5b,NA,3,670,22,2
ML7,Marais,ML,5b,NA,3,590,22,2
ML8,Marais,ML,5b,NA,3,540,22,2
ML9,Marais,ML,5b,NA,3,640,22,2
ML10,Marais,ML,5b,NA,3,640,22,2
ML11,Marais,ML,0b,NA,3,620,22,2
ML12,Marais,ML,0b,NA,3,1090,22,2
ML13,Marais,ML,0b,NA,3,790,22,2
ML14,Marais,ML,0b,NA,3,560,22,2
ML15,Marais,ML,0b,NA,3,486,22,2
GA1,Garenne,GA,3b,NA,4,464,25,4
GA2,Garenne,GA,3b,NA,4,475,25,4
GA3,Garenne,GA,3b,NA,4,763,25,4
GA4,Garenne,GA,3b,NA,4,720,25,4
GA5,Garenne,GA,3b,NA,4,517,25,4
GA6,Garenne,GA,5b,NA,4,650,25,4
GA7,Garenne,GA,5b,NA,4,617,25,4
GA8,Garenne,GA,5b,NA,4,791,25,4
GA9,Garenne,GA,5b,NA,4,616,25,4
GA10,Garenne,GA,5b,NA,4,774,25,4
GA11,Garenne,GA,0b,NA,4,625,25,4
GA12,Garenne,GA,0b,NA,4,578,25,4
GA13,Garenne,GA,0b,NA,4,932,25,4
GA14,Garenne,GA,0b,NA,4,392,25,4
GA15,Garenne,GA,0b,NA,4,515,25,4
GB1,Garenne,GB,3b,NA,4,1200,25,4
GB2,Garenne,GB,3b,NA,4,786,25,4
GB3,Garenne,GB,3b,NA,4,1200,25,4
GB4,Garenne,GB,3b,NA,4,476,25,4
GB5,Garenne,GB,3b,NA,4,1004,25,4
GB6,Garenne,GB,5b,NA,4,716,25,4
GB7,Garenne,GB,5b,NA,4,1200,25,4
GB8,Garenne,GB,5b,NA,4,479,25,4
GB9,Garenne,GB,5b,NA,4,783,25,4
GB10,Garenne,GB,5b,NA,4,818,25,4
GB11,Garenne,GB,0b,NA,4,674,25,4
GB12,Garenne,GB,0b,NA,4,1123,25,4
GB13,Garenne,GB,0b,NA,4,1053,25,4
GB14,Garenne,GB,0b,NA,4,669,25,4
GB15,Garenne,GB,0b,NA,4,906,25,4
GC1,Garenne,GC,3b,NA,4,629,25,1
GC2,Garenne,GC,3b,NA,4,402,25,1
GC3,Garenne,GC,3b,NA,4,1200,25,1
GC4,Garenne,GC,3b,NA,4,1200,25,1
GC5,Garenne,GC,3b,NA,4,582,25,1
GC6,Garenne,GC,5b,NA,4,589,25,1
GC7,Garenne,GC,5b,NA,4,487,25,1
GC8,Garenne,GC,5b,NA,4,593,25,1
GC9,Garenne,GC,5b,NA,4,405,25,4
GC10,Garenne,GC,5b,NA,4,476,25,1
GC11,Garenne,GC,0b,NA,4,724,25,1
GC12,Garenne,GC,0b,NA,4,493,25,1
GC13,Garenne,GC,0b,NA,4,1200,25,1
GC14,Garenne,GC,0b,NA,4,920,25,1
GC15,Garenne,GC,0b,NA,4,631,25,1
GD1,Garenne,GD,3b,NA,4,740,25,1
GD2,Garenne,GD,3b,NA,4,476,25,1
GD3,Garenne,GD,3b,NA,4,482,25,1
GD4,Garenne,GD,3b,NA,4,1200,25,1
GD5,Garenne,GD,3b,NA,4,496,25,4
GD6,Garenne,GD,5b,NA,4,1200,25,1
GD7,Garenne,GD,5b,NA,4,632,25,1
GD8,Garenne,GD,5b,NA,4,656,25,1
GD9,Garenne,GD,5b,NA,4,747,25,1
GD10,Garenne,GD,5b,NA,4,597,25,1
GD11,Garenne,GD,0b,NA,4,502,25,1
GD12,Garenne,GD,0b,NA,4,532,25,1
GD13,Garenne,GD,0b,NA,4,667,25,1
GD14,Garenne,GD,0b,NA,4,473,25,1
GD15,Garenne,GD,0b,NA,4,840,25,1
GE1,Garenne,GE,3b,NA,4,561,25,4
GE2,Garenne,GE,3b,NA,4,697,25,4
GE3,Garenne,GE,3b,NA,4,1200,25,4
GE4,Garenne,GE,3b,NA,4,954,25,4
GE5,Garenne,GE,3b,NA,4,860,25,4
GE6,Garenne,GE,5b,NA,4,700,25,4
GE7,Garenne,GE,5b,NA,4,510,25,4
GE8,Garenne,GE,5b,NA,4,1200,25,4
GE9,Garenne,GE,5b,NA,4,741,25,4
GE10,Garenne,GE,5b,NA,4,330,25,4
GE11,Garenne,GE,0b,NA,4,700,25,4
GE12,Garenne,GE,0b,NA,4,679,25,4
GE13,Garenne,GE,0b,NA,4,555,25,4
GE14,Garenne,GE,0b,NA,4,820,25,4
GE15,Garenne,GE,0b,NA,4,759,25,4
GF1,Garenne,GF,3b,NA,4,490,25,4
GF2,Garenne,GF,3b,NA,4,880,25,4
GF3,Garenne,GF,3b,NA,4,510,25,4
GF4,Garenne,GF,3b,NA,4,381,25,4
GF5,Garenne,GF,3b,NA,4,730,25,4
GF6,Garenne,GF,5b,NA,4,1188,25,4
GF7,Garenne,GF,5b,NA,4,660,25,4
GF8,Garenne,GF,5b,NA,4,810,25,4
GF9,Garenne,GF,5b,NA,4,560,25,4
GF10,Garenne,GF,5b,NA,4,815,25,4
GF11,Garenne,GF,0b,NA,4,532,25,4
GF12,Garenne,GF,0b,NA,4,635,25,4
GF13,Garenne,GF,0b,NA,4,490,25,4
GF14,Garenne,GF,0b,NA,4,550,25,4
GF15,Garenne,GF,0b,NA,4,703,25,4
GG1,Garenne,GG,3b,NA,4,1200,25,4
GG2,Garenne,GG,3b,NA,4,746,25,4
GG3,Garenne,GG,3b,NA,4,1200,25,4
GG4,Garenne,GG,3b,NA,4,650,25,4
GG5,Garenne,GG,3b,NA,4,982,25,4
GG6,Garenne,GG,5b,NA,4,468,25,4
GG7,Garenne,GG,5b,NA,4,570,25,4
GG8,Garenne,GG,5b,NA,4,460,25,4
GG9,Garenne,GG,5b,NA,4,640,25,4
GG10,Garenne,GG,5b,NA,4,660,25,4
GG11,Garenne,GG,0b,NA,4,1200,25,4
GG12,Garenne,GG,0b,NA,4,776,25,4
GG13,Garenne,GG,0b,NA,4,690,25,4
GG14,Garenne,GG,0b,NA,4,470,25,4
GG15,Garenne,GG,0b,NA,4,500,25,4
GH1,Garenne,GH,3b,NA,4,1200,25,4
GH2,Garenne,GH,3b,NA,4,1160,25,4
GH3,Garenne,GH,3b,NA,4,793,25,4
GH4,Garenne,GH,3b,NA,4,690,25,4
GH5,Garenne,GH,3b,NA,4,600,25,4
GH6,Garenne,GH,5b,NA,4,1200,25,4
GH7,Garenne,GH,5b,NA,4,1200,25,4
GH8,Garenne,GH,5b,NA,4,458,25,4
GH9,Garenne,GH,5b,NA,4,740,25,4
GH10,Garenne,GH,5b,NA,4,1200,25,4
GH11,Garenne,GH,0b,NA,4,440,25,4
GH12,Garenne,GH,0b,NA,4,1138,25,4
GH13,Garenne,GH,0b,NA,4,704,25,4
GH14,Garenne,GH,0b,NA,4,570,25,4
GH15,Garenne,GH,0b,NA,4,410,25,4
GI1,Garenne,GI,3b,NA,4,614,25,1
GI2,Garenne,GI,3b,NA,4,474,25,1
GI3,Garenne,GI,3b,NA,4,808,25,1
GI4,Garenne,GI,3b,NA,4,791,25,1
GI5,Garenne,GI,3b,NA,4,676,25,1
GI6,Garenne,GI,5b,NA,4,617,25,1
GI7,Garenne,GI,5b,NA,4,575,25,1
GI8,Garenne,GI,5b,NA,4,559,25,1
GI9,Garenne,GI,5b,NA,4,600,25,1
GI10,Garenne,GI,5b,NA,4,945,25,1
GI11,Garenne,GI,0b,NA,4,489,25,1
GI12,Garenne,GI,0b,NA,4,530,25,1
GI13,Garenne,GI,0b,NA,4,727,25,1
GI14,Garenne,GI,0b,NA,4,383,25,1
GI15,Garenne,GI,0b,NA,4,375,25,1
GJ1,Garenne,GJ,3b,NA,4,635,25,1
GJ2,Garenne,GJ,3b,NA,4,603,25,1
GJ3,Garenne,GJ,3b,NA,4,512,25,1
GJ4,Garenne,GJ,3b,NA,4,537,25,1
GJ5,Garenne,GJ,3b,NA,4,506,25,1
GJ6,Garenne,GJ,5b,NA,4,691,25,1
GJ7,Garenne,GJ,5b,NA,4,405,25,1
GJ8,Garenne,GJ,5b,NA,4,495,25,1
GJ9,Garenne,GJ,5b,NA,4,567,25,1
GJ10,Garenne,GJ,5b,NA,4,788,25,1
GJ11,Garenne,GJ,0b,NA,4,694,25,1
GJ12,Garenne,GJ,0b,NA,4,602,25,1
GJ13,Garenne,GJ,0b,NA,4,412,25,1
GJ14,Garenne,GJ,0b,NA,4,465,25,1
GJ15,Garenne,GJ,0b,NA,4,393,25,1
GK1,Garenne,GK,3b,NA,4,499,25,1
GK2,Garenne,GK,3b,NA,4,460,25,1
GK3,Garenne,GK,3b,NA,4,620,25,1
GK4,Garenne,GK,3b,NA,4,454,25,1
GK5,Garenne,GK,3b,NA,4,382,25,1
GK6,Garenne,GK,5b,NA,4,629,25,1
GK7,Garenne,GK,5b,NA,4,1109,25,1
GK8,Garenne,GK,5b,NA,4,600,25,1
GK9,Garenne,GK,5b,NA,4,1200,25,1
GK10,Garenne,GK,5b,NA,4,1200,25,1
GK11,Garenne,GK,0b,NA,4,340,25,1
GK12,Garenne,GK,0b,NA,4,1200,25,1
GK13,Garenne,GK,0b,NA,4,1200,25,1
GK14,Garenne,GK,0b,NA,4,1200,25,1
GK15,Garenne,GK,0b,NA,4,675,25,1
GL1,Garenne,GL,3b,NA,4,466,25,1
GL2,Garenne,GL,3b,NA,4,792,25,1
GL3,Garenne,GL,3b,NA,4,934,25,1
GL4,Garenne,GL,3b,NA,4,431,25,1
GL5,Garenne,GL,3b,NA,4,670,25,1
GL6,Garenne,GL,5b,NA,4,1200,25,1
GL7,Garenne,GL,5b,NA,4,572,25,1
GL8,Garenne,GL,5b,NA,4,470,25,1
GL9,Garenne,GL,5b,NA,4,920,25,1
GL10,Garenne,GL,5b,NA,4,1200,25,1
GL11,Garenne,GL,0b,NA,4,722,25,1
GL12,Garenne,GL,0b,NA,4,1200,25,1
GL13,Garenne,GL,0b,NA,4,427,25,1
GL14,Garenne,GL,0b,NA,4,574,25,1
GL15,Garenne,GL,0b,NA,4,1200,25,1
MA1,Marais,MA,3b,NA,4,1180,25,4
MA2,Marais,MA,3b,NA,4,1194,25,4
MA3,Marais,MA,3b,NA,4,634,25,4
MA4,Marais,MA,3b,NA,4,535,25,4
MA5,Marais,MA,3b,NA,4,1102,25,4
MA6,Marais,MA,5b,NA,4,1200,25,4
MA7,Marais,MA,5b,NA,4,590,25,4
MA8,Marais,MA,5b,NA,4,1141,25,4
MA9,Marais,MA,5b,NA,4,940,25,4
MA10,Marais,MA,5b,NA,4,1200,25,4
MA11,Marais,MA,0b,NA,4,1200,25,4
MA12,Marais,MA,0b,NA,4,813,25,4
MA13,Marais,MA,0b,NA,4,587,25,4
MA14,Marais,MA,0b,NA,4,722,25,4
MA15,Marais,MA,0b,NA,4,1200,25,4
MB1,Marais,MB,3b,NA,4,602,25,4
MB2,Marais,MB,3b,NA,4,534,25,4
MB3,Marais,MB,3b,NA,4,1200,25,4
MB4,Marais,MB,3b,NA,4,1200,25,4
MB5,Marais,MB,3b,NA,4,636,25,4
MB6,Marais,MB,5b,NA,4,825,25,4
MB7,Marais,MB,5b,NA,4,467,25,4
MB8,Marais,MB,5b,NA,4,883,25,4
MB9,Marais,MB,5b,NA,4,647,25,4
MB10,Marais,MB,5b,NA,4,905,25,4
MB11,Marais,MB,0b,NA,4,1200,25,4
MB12,Marais,MB,0b,NA,4,569,25,4
MB13,Marais,MB,0b,NA,4,612,25,4
MB14,Marais,MB,0b,NA,4,791,25,4
MB15,Marais,MB,0b,NA,4,552,25,4
MC1,Marais,MC,3b,NA,4,453,25,1
MC2,Marais,MC,3b,NA,4,487,25,4
MC3,Marais,MC,3b,NA,4,1200,25,4
MC4,Marais,MC,3b,NA,4,543,25,1
MC5,Marais,MC,3b,NA,4,1200,25,1
MC6,Marais,MC,5b,NA,4,1196,25,1
MC7,Marais,MC,5b,NA,4,973,25,1
MC8,Marais,MC,5b,NA,4,1200,25,1
MC9,Marais,MC,5b,NA,4,924,25,1
MC10,Marais,MC,5b,NA,4,542,25,1
MC11,Marais,MC,0b,NA,4,1200,25,1
MC12,Marais,MC,0b,NA,4,509,25,1
MC13,Marais,MC,0b,NA,4,817,25,1
MC14,Marais,MC,0b,NA,4,1200,25,1
MC15,Marais,MC,0b,NA,4,634,25,4
MD1,Marais,MD,3b,NA,4,622,25,1
MD2,Marais,MD,3b,NA,4,534,25,4
MD3,Marais,MD,3b,NA,4,1200,25,4
MD4,Marais,MD,3b,NA,4,422,25,4
MD5,Marais,MD,3b,NA,4,628,25,1
MD6,Marais,MD,5b,NA,4,1195,25,4
MD7,Marais,MD,5b,NA,4,410,25,4
MD8,Marais,MD,5b,NA,4,1200,25,1
MD9,Marais,MD,5b,NA,4,745,25,4
MD10,Marais,MD,5b,NA,4,725,25,1
MD11,Marais,MD,0b,NA,4,518,25,1
MD12,Marais,MD,0b,NA,4,823,25,1
MD13,Marais,MD,0b,NA,4,622,25,1
MD14,Marais,MD,0b,NA,4,336,25,1
MD15,Marais,MD,0b,NA,4,721,25,1
ME1,Marais,ME,3b,NA,4,483,25,4
ME2,Marais,ME,3b,NA,4,790,25,4
ME3,Marais,ME,3b,NA,4,550,25,4
ME4,Marais,ME,3b,NA,4,580,25,4
ME5,Marais,ME,3b,NA,4,570,25,4
ME6,Marais,ME,5b,NA,4,600,25,4
ME7,Marais,ME,5b,NA,4,500,25,4
ME8,Marais,ME,5b,NA,4,850,25,4
ME9,Marais,ME,5b,NA,4,370,25,4
ME10,Marais,ME,5b,NA,4,490,25,4
ME11,Marais,ME,0b,NA,4,702,25,4
ME12,Marais,ME,0b,NA,4,632,25,4
ME13,Marais,ME,0b,NA,4,440,25,4
ME14,Marais,ME,0b,NA,4,888,25,4
ME15,Marais,ME,0b,NA,4,570,25,4
MF1,Marais,MF,3b,NA,4,456,25,4
MF2,Marais,MF,3b,NA,4,474,25,4
MF3,Marais,MF,3b,NA,4,540,25,4
MF4,Marais,MF,3b,NA,4,430,25,4
MF5,Marais,MF,3b,NA,4,410,25,4
MF6,Marais,MF,5b,NA,4,560,25,4
MF7,Marais,MF,5b,NA,4,462,25,4
MF8,Marais,MF,5b,NA,4,595,25,4
MF9,Marais,MF,5b,NA,4,920,25,4
MF10,Marais,MF,5b,NA,4,1200,25,4
MF11,Marais,MF,0b,NA,4,480,25,4
MF12,Marais,MF,0b,NA,4,550,25,4
MF13,Marais,MF,0b,NA,4,540,25,4
MF14,Marais,MF,0b,NA,4,540,25,4
MF15,Marais,MF,0b,NA,4,1200,25,4
MG1,Marais,MG,3b,NA,4,505,25,4
MG2,Marais,MG,3b,NA,4,880,25,4
MG3,Marais,MG,3b,NA,4,530,25,4
MG4,Marais,MG,3b,NA,4,530,25,4
MG5,Marais,MG,3b,NA,4,750,25,4
MG6,Marais,MG,5b,NA,4,650,25,4
MG7,Marais,MG,5b,NA,4,659,25,4
MG8,Marais,MG,5b,NA,4,1047,25,4
MG9,Marais,MG,5b,NA,4,680,25,4
MG10,Marais,MG,5b,NA,4,620,25,4
MG11,Marais,MG,0b,NA,4,900,25,4
MG12,Marais,MG,0b,NA,4,1180,25,4
MG13,Marais,MG,0b,NA,4,765,25,4
MG14,Marais,MG,0b,NA,4,1200,25,4
MG15,Marais,MG,0b,NA,4,450,25,4
MH1,Marais,MH,3b,NA,4,720,25,4
MH2,Marais,MH,3b,NA,4,1200,25,4
MH3,Marais,MH,3b,NA,4,520,25,4
MH4,Marais,MH,3b,NA,4,570,25,4
MH5,Marais,MH,3b,NA,4,380,25,4
MH6,Marais,MH,5b,NA,4,460,25,4
MH7,Marais,MH,5b,NA,4,848,25,4
MH8,Marais,MH,5b,NA,4,1200,25,4
MH9,Marais,MH,5b,NA,4,580,25,4
MH10,Marais,MH,5b,NA,4,660,25,4
MH11,Marais,MH,0b,NA,4,554,25,4
MH12,Marais,MH,0b,NA,4,460,25,4
MH13,Marais,MH,0b,NA,4,649,25,4
MH14,Marais,MH,0b,NA,4,702,25,4
MH15,Marais,MH,0b,NA,4,614,25,4
MI1,Marais,MI,3b,NA,4,586,25,1
MI2,Marais,MI,3b,NA,4,500,25,1
MI3,Marais,MI,3b,NA,4,418,25,1
MI4,Marais,MI,3b,NA,4,629,25,1
MI5,Marais,MI,3b,NA,4,535,25,1
MI6,Marais,MI,5b,NA,4,505,25,1
MI7,Marais,MI,5b,NA,4,570,25,1
MI8,Marais,MI,5b,NA,4,487,25,1
MI9,Marais,MI,5b,NA,4,562,25,1
MI10,Marais,MI,5b,NA,4,726,25,1
MI11,Marais,MI,0b,NA,4,625,25,1
MI12,Marais,MI,0b,NA,4,393,25,1
MI13,Marais,MI,0b,NA,4,1200,25,1
MI14,Marais,MI,0b,NA,4,369,25,1
MI15,Marais,MI,0b,NA,4,1046,25,1
MJ1,Marais,MJ,3b,NA,4,704,25,1
MJ2,Marais,MJ,3b,NA,4,599,25,1
MJ3,Marais,MJ,3b,NA,4,356,25,1
MJ4,Marais,MJ,3b,NA,4,580,25,1
MJ5,Marais,MJ,3b,NA,4,535,25,1
MJ6,Marais,MJ,5b,NA,4,1092,25,1
MJ7,Marais,MJ,5b,NA,4,540,25,1
MJ8,Marais,MJ,5b,NA,4,1106,25,1
MJ9,Marais,MJ,5b,NA,4,446,25,1
MJ10,Marais,MJ,5b,NA,4,779,25,1
MJ11,Marais,MJ,0b,NA,4,440,25,1
MJ12,Marais,MJ,0b,NA,4,400,25,1
MJ13,Marais,MJ,0b,NA,4,461,25,1
MJ14,Marais,MJ,0b,NA,4,1029,25,1
MJ15,Marais,MJ,0b,NA,4,502,25,1
MK1,Marais,MK,3b,NA,4,406,25,1
MK2,Marais,MK,3b,NA,4,584,25,1
MK3,Marais,MK,3b,NA,4,745,25,1
MK4,Marais,MK,3b,NA,4,513,25,1
MK5,Marais,MK,3b,NA,4,497,25,1
MK6,Marais,MK,5b,NA,4,708,25,1
MK7,Marais,MK,5b,NA,4,1170,25,1
MK8,Marais,MK,5b,NA,4,1036,25,1
MK9,Marais,MK,5b,NA,4,456,25,1
MK10,Marais,MK,5b,NA,4,502,25,1
MK11,Marais,MK,0b,NA,4,447,25,1
MK12,Marais,MK,0b,NA,4,533,25,1
MK13,Marais,MK,0b,NA,4,414,25,1
MK14,Marais,MK,0b,NA,4,678,25,1
MK15,Marais,MK,0b,NA,4,543,25,1
ML1,Marais,ML,3b,NA,4,475,25,1
ML2,Marais,ML,3b,NA,4,879,25,1
ML3,Marais,ML,3b,NA,4,550,25,1
ML4,Marais,ML,3b,NA,4,578,25,1
ML5,Marais,ML,3b,NA,4,707,25,1
ML6,Marais,ML,5b,NA,4,600,25,1
ML7,Marais,ML,5b,NA,4,523,25,1
ML8,Marais,ML,5b,NA,4,492,25,1
ML9,Marais,ML,5b,NA,4,409,25,1
ML10,Marais,ML,5b,NA,4,724,25,1
ML11,Marais,ML,0b,NA,4,1054,25,1
ML12,Marais,ML,0b,NA,4,1095,25,1
ML13,Marais,ML,0b,NA,4,1200,25,1
ML14,Marais,ML,0b,NA,4,707,25,1
ML15,Marais,ML,0b,NA,4,627,25,1
